0	-14.8	0	-9.2	0	26	0
0	-8	0	-15.8	0	0	0
0	-7.6	0	-19.6	0	0	0
0	-7.8	2	-18.4	48	358	0
0	-6	0	-30.6	0	23	0
0	-14.8	0	-46.6	0	17	0
0	-14.8	0	-36.2	0	326	0
0	-8	0	-50.0	0	4	0
0	-11	0	-50.0	0	347	0
0	-11	2	-50.0	0	38	0
0	-8.4	2	-50.0	0	350	0
0	-16.4	0	-19	0	0	0
0	-17.4	0	-21.6	0	0	0
0	-15.8	0	-24.2	0	346	0
0	-14.2	0	-27.6	0	284	0
0	-18	0	-26.6	0	351	0
0	-17.6	2	-26.8	0	0	0
0	-15.2	2	-24.6	0	0	0
0	-16	4	-26	0	0	0
0	-14.6	2	-36.2	0	352	0
22	-11.2	0	-36.4	0	0	334
22	-8.2	0.6	-40.8	0	324	145
22	-8.2	0	-6.8	323	115	358
22	-17.2	0.6	-15.8	0	0	273
22	-13.6	0.8	-20.4	0	5	180
21	-11.8	0	-22.8	0	0	0
21	-12.6	0	-30.6	0	0	0
21	-13	0	-30.6	0	0	0
21	-12.8	0	-32	0	0	0
21	-12.8	0	-40.4	0	0	0
21	-9.8	0	-40.4	0	0	0
21	-9.6	0	-47.8	0	0	0
20	-13.2	0	-48.6	0	20	0
20	-5.4	0.4	-43.8	0	0	238
20	-14.4	2	-9.6	0	131	16
20	-5.8	0	-11.2	0	69	312
21	-6.8	0	-8.2	80	0	0
21	-11	0.2	-10.8	0	132	76
21	-11	0	-13	0	0	0
23	-10.6	0	-16.2	0	0	0
23	-5.4	0	-21.2	0	0	0
23	-14.6	0	-7.4	309	32	7
23	-14.4	0	-2	72	0	0
23	-11.6	0	-5.8	44	0	313
23	-9.2	-0.2	-32	0	0	0
23	-5.8	-0.2	-39.2	349	0	0
23	-5.8	-0.4	-52.6	0	0	0
23	-6.6	-0.2	-52.0	0	0	0
23	-6.8	0	-56.4	26	0	57
24	-5.2	0	-56.4	320	0	0
24	-6.8	0	-47.4	327	17	52
24	-7.4	0.4	-37.4	207	34	0
24	-7.2	0	-25	334	359	347
24	-5.8	0	-2.2	321	10	28
24	-9.6	0	-6.2	0	325	26
24	-16.2	0	-18.6	0	0	0
24	-16.2	0.6	-18.6	0	0	0
20	-17	0	-18.8	0	0	0
20	-8	0	-15.2	0	95	0
22	-8	0.4	-15.6	0	0	0
