0	-6.8	0	-8	0	0	0
0	-10.8	0	-10.4	0	23	0
0	-15.2	0	-6.4	0	23	0
1	-11.4	0	-4	0	0	0
1	-11.4	2	-4	0	0	0
1	-9.4	0	-4	0	0	0
1	-9.4	0	-16.8	0	52	0
1	-9.4	2	-16.4	0	9	0
1	-9.4	4	-16.4	0	342	0
1	-16.4	0	-28.8	0	0	0
1	-14.4	0	-28.8	0	0	0
1	-12.4	0	-28.8	0	0	0
1	-10.4	0	-28.8	0	0	0
1	-8.4	0	-28.8	0	0	0
1	-9.4	2	-28.8	0	0	0
1	-11.4	2	-28.8	0	0	0
1	-13.4	2	-28.8	0	0	0
1	-15.4	2	-28.8	0	0	0
1	-14.6	4	-28.8	0	0	0
1	-12.6	4	-28.8	0	0	0
1	-10.6	4	-28.6	0	0	0
1	-11.6	6	-28.6	0	0	0
1	-13.6	6	-28.6	0	0	0
1	-12.6	8	-28.6	0	0	0
1	-14.4	0	-26.8	0	0	0
1	-12.4	0	-26.8	0	0	0
1	-10.4	0	-26.8	0	0	0
1	-11.4	2	-26.8	0	0	0
1	-13.4	2	-26.8	0	0	0
1	-12.4	4	-26.8	0	0	0
1	-12.4	0	-24.8	0	0	0
1	-12.4	2	-24.8	0	0	0
1	-10.4	0	-30.8	0	0	0
1	-12.4	0	-30.8	0	0	0
1	-14.4	0	-30.8	0	0	0
1	-13.4	2	-30.8	0	0	0
1	-11.4	2	-30.8	0	0	0
1	-12.4	4	-30.8	0	0	0
1	-12.4	0	-32.8	0	0	0
1	-12.4	2	-32.8	0	0	0
1	-12.8	0	-42.2	0	0	0
1	-15	0	-42.2	0	0	0
1	-10.6	0	-42.2	0	0	0
1	-8.4	0	-42.2	0	0	0
1	-6.2	0	-42.2	0	0	0
1	-7	2	-42.2	0	0	0
1	-9	2	-42.2	0	0	0
1	-11.8	2	-42.2	0	0	0
1	-14.4	2	-42.2	0	0	0
0	-14.4	0	-50.2	0	340	0
0	-11.2	0	-51.8	0	59	0
0	-12.8	2.2	-50.6	0	0	0
0	-12.8	4.2	-50.6	0	34	0
0	-10.8	1.2	-56.4	167	59	284
0	-7.8	0	-36.0	0	0	0
0	-10.2	0	-36.0	0	0	0
0	-12.6	0	-36.0	0	0	0
0	-11.6	2	-36.0	0	0	0
0	-9.4	2	-36.0	0	0	0
0	-6.6	0	-21.6	0	40	0
0	-15.8	0	-18.8	0	27	0
0	-15.8	0	-11.2	0	334	0
0	-15.8	2	-11.2	0	6	0
0	-7	2.2	-8.2	0	13	0
6	13	-2	-33.0	0	0	0
6	19	-2	-33.0	0	0	0
6	25	-2	-33.0	0	0	0
6	31	-2	-33.0	0	0	0
6	37.0	-2	-33.0	0	0	0
6	43.0	-2	-33.0	0	0	0
6	48.8	-2	-33.0	0	0	0
6	54.6	-2	-33.0	0	0	0
6	60.6	-2	-33.0	0	0	0
6	65.6	-2	-33.0	0	0	0
6	65.6	-2	-28	0	0	0
6	60.6	-2	-28	0	0	0
6	54.6	-2	-28	0	0	0
6	48.8	-2	-28	0	0	0
6	43.0	-2	-28	0	0	0
6	37.0	-2	-28	0	0	0
6	31	-2	-28	0	0	0
6	25	-2	-28	0	0	0
6	19	-2	-28	0	0	0
6	13	-2	-28	0	0	0
4	39.0	-4	-41.2	0	271	0
5	30	-2.4	-22	0	272	0
