11	-5.8	0	-7.2	0	0	0
11	-8	0	-7.2	0	0	0
11	-10.2	0	-7.2	0	0	0
11	-12.4	0	-7.2	0	0	0
11	-14.6	0	-7.2	0	0	0
11	-16.8	0	-7.2	0	0	0
11	-19	0	-7.2	0	0	0
12	-19	0.8	-7.2	0	0	0
12	-16.8	0.8	-7.2	0	0	0
12	-14.6	0.8	-7.2	0	0	0
12	-12.4	0.8	-7.2	0	0	0
12	-10.2	0.8	-7.2	0	0	0
12	-8	0.8	-7.2	0	0	0
12	-5.8	0.8	-7.2	0	0	0
11	-5.8	0	-24.8	0	0	0
11	-8	0	-24.8	0	0	0
11	-10.2	0	-24.8	0	0	0
11	-12.4	0	-24.8	0	0	0
11	-14.6	0	-24.8	0	0	0
11	-16.8	0	-24.8	0	0	0
11	-19	0	-24.8	0	0	0
12	-19	0.8	-24.8	0	0	0
12	-16.8	0.8	-24.8	0	0	0
12	-14.6	0.8	-24.8	0	0	0
12	-12.4	0.8	-24.8	0	0	0
12	-10.2	0.8	-24.8	0	0	0
12	-8	0.8	-24.8	0	0	0
12	-5.8	0.8	-24.8	0	0	0
11	-5.8	0	-42.0	0	0	0
11	-8	0	-42.0	0	0	0
11	-10.2	0	-42.0	0	0	0
11	-12.4	0	-42.0	0	0	0
11	-14.6	0	-42.0	0	0	0
11	-17	0	-42.0	0	0	0
11	-19.2	0	-42.0	0	0	0
12	-19.2	0.8	-42.0	0	0	0
12	-17	0.8	-42.0	0	0	0
12	-14.6	0.8	-42.0	0	0	0
12	-12.4	0.8	-42.0	0	0	0
12	-10.2	0.8	-42.0	0	0	0
12	-8	0.8	-42.0	0	0	0
12	-5.8	0.8	-42.0	0	0	0
9	-11	0	-34.0	0	73	0
9	-11	0	-15	0	55	0
10	-10.8	0	-49.8	0	56	0
5	14.2	-2.4	-47.2	1	1	6
5	13.8	-2.2	-20.4	359	177	6
8	-9.8	0	-5	0	0	0
